Pais;Codigo_Categoria;Descripcion_Categoria;Codigo_Categoria_Incentivos;Descripcion_Categoria_Incentivos;Codigo_Subcategoria;Descripcion_Subcategoria;Codigo_Marca;Descripcion_Marca;Codigo_Familia;Descripcion_Familia;Codigo_Demanda;Descripcion_Demanda;Codigo_Sabor;Descripcion_Sabor;Codigo_MC1;Codigo_SAP;Codigo_Barras_Display;Descripcion_Articulo_SAP;Codigo_Tipo_Producto;Descripcion_Tipo_Producto;Habilitado;Estado;Unidades_Por_Display;Peso_por_display_KG;Displays_por_Caja;Peso_por_Caja_KG;IVA;Precio_por_Display;Precio_Unidad;Precio_Caja
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00101;COOKIES AND CREAM;76222016883800;76222016883800;7702133006661;OREO COOKIE&CREAM PRECORTE;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73600;1,070.39;5,633.62;469.47;67,603.44
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00101;COOKIES AND CREAM;76222107093200;76222107093200;7702133006661;OREO C&C EXP 12X12X36G PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00101;COOKIES AND CREAM;77021330066400;77021330066400;7702133006661;OREO COOKIE&CREAM CO 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00101;COOKIES AND CREAM;77021330066401;77021330066401;7702133006661;OREO C&C CO 12X12X36G PROM;;;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00101;COOKIES AND CREAM;77021330066411;77021330066411;7702133006661;OREO COOKIE&CREAM EXP 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00127;BLUEBERRY;76222107182600;76222107182600;7622210658807;OREO BLUEBERRY-FRUT.BOSQUE 12X12X36G SRP;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.80200;926.05;4,873.95;406.16;58,487.40
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;;;;;7590011251100;7590011251100;;UND Oreo Original;;;;Activo;0.00;0.00000;0.00;0.00000;0.00;0.00;0.00;0.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222015188000;76222015188000;7622201518820;OREO REG BTM EXP 18X6X54G;ZREGU;Regular;MDLZ;Activo;6.00;0.33300;18.00;6.38800;1,117.65;5,882.35;980.39;105,882.30
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222016884500;76222016884500;7702133009037;OREO REGULAR CAM X 18 PRECORTE;ZREGU;Regular;MDLZ;Activo;6.00;0.33200;18.00;6.37600;746.32;3,928.00;654.67;70,704.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222017001900;76222017001900;7622201700218;OREO PASTEL 18X6X54G EXP;ZREGU;Regular;MDLZ;Activo;6.00;0.33200;18.00;6.37300;1,117.65;5,882.35;980.39;105,882.30
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222107094100;76222107094100;7702133009037;OREO REG EXP 18X6X54G PROM;ZREGU;Regular;MDLZ;Activo;6.00;0.33200;18.00;6.37300;1,117.65;5,882.35;980.39;105,882.30
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222109261700;76222109261700;7702133009037;RTS OREO 54G;ZREGU;Regular;MDLZ;Activo;12.00;0.73200;8.00;6.40100;1,839.33;9,680.67;806.72;77,445.36
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021330090100;77021330090100;7702133009037;OREO REGULAR CAM 18X6X54G;ZREGU;Regular;MDLZ;Activo;6.00;0.33200;18.00;6.37300;1,117.65;5,882.35;980.39;105,882.30
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021330090101;77021330090101;7702133009037;OREO REGULAR CO 18X6X54G;ZREGU;Regular;MDLZ;Activo;6.00;0.33200;18.00;6.37300;1,117.65;5,882.35;980.39;105,882.30
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0123;OREO X 54G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021330090102;77021330090102;7702133009037;OREO REG CO 18X6X54G PROM;ZREGU;Regular;MDLZ;Activo;6.00;0.33200;18.00;6.37300;1,117.65;5,882.35;980.39;105,882.30
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC041;OREO MINI_FF;SM00088;VAINILLA;76222011150700;76222011150700;7622210633842;OREO REG MINI 27X40G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;1.26000;167.65;0.00;882.35;23,823.45
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC041;OREO MINI_FF;SM00088;VAINILLA;76222106337900;76222106337900;7622210633842;OREO REG MINI EXP 54X40G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;2.53100;255.46;0.00;1,344.54;72,605.16
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC041;OREO MINI_FF;SM00088;VAINILLA;76222106337902;76222106337902;7622210633842;OREO REG MINI 54X40G CO;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;2.53100;255.46;0.00;1,344.54;72,605.16
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC041;OREO MINI_FF;SM00088;VAINILLA;76222107098000;76222107098000;7622210633842;RISTRA MINI OREO TT 12X6X40G;ZREGU;Regular;MDLZ;Activo;6.00;0.26000;12.00;3.27900;1,005.88;0.00;5,294.12;381,176.64
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC041;OREO MINI_FF;SM00088;VAINILLA;76222107189900;76222107189900;7622210633842;RTS MINI OREO MT 6X7X40G;ZREGU;Regular;MDLZ;Activo;7.00;0.34600;6.00;2.43800;1,117.65;5,882.35;840.34;35,294.10
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC041;OREO MINI_FF;SM00088;VAINILLA;76222107189901;76222107189901;7622210633842;RTS MINI OREO MT 6X7X40G;ZOFER;Oferta;MDLZ;Activo;7.00;0.34600;6.00;2.43800;1,117.65;5,882.35;840.34;35,294.10
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC042;Oreo other_FF;SM00088;VAINILLA;76222014452800;76222014452800;7622201445294;OREO BSCK MINI 10MM 2X4KG;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.58500;9,239.80;0.00;48,630.50;97,261.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0201;OREO MINI;AC042;Oreo other_FF;SM00088;VAINILLA;76222014452801;76222014452801;7622201445294;OREO BSCK MINI 10MM 2X4KG EXP;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.58500;9,239.80;0.00;48,630.50;97,261.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0214;OREO CRUMBS SMALL X 4KG;AC155;Oreo crumb_FF;SM00088;VAINILLA;76222017986600;76222017986600;7622201798673;OREO CRUMBS MEDIUM 2X4KG;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.59500;9,239.80;0.00;48,630.50;97,261.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0214;OREO CRUMBS SMALL X 4KG;AC155;Oreo crumb_FF;SM00088;VAINILLA;76222017986800;76222017986800;7622201798697;OREO CRUMBS SMALL 2X4KG;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.56700;9,239.80;0.00;48,630.50;97,261.00
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0215;OREO CRUMBS SMALL X 0.5KG;AC155;Oreo crumb_FF;SM00088;VAINILLA;76222017146800;76222017146800;7622201821852;OREO CRUMBS SMALL 12X 500G MQ;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;6.61900;1,452.94;0.00;7,647.06;91,764.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0215;OREO CRUMBS SMALL X 0.5KG;AC155;Oreo crumb_FF;SM00088;VAINILLA;76222017146900;76222017146900;7622201821814;OREO CRUMBS MEDIUM 12X500G MQ;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;6.61900;1,452.94;0.00;7,647.06;91,764.72
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0215;OREO CRUMBS SMALL X 0.5KG;AC155;Oreo crumb_FF;SM00088;VAINILLA;76222018218000;76222018218000;7622201821814;OREO CRUMBS MEDIUM 12X0.5KG;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;6.61900;1,445.36;0.00;7,607.17;91,286.04
Colombia;ZCBISC;BISCUITS;-000000058;Cookies ;ZSCOO;COOKIES;BR017;OREO;F0215;OREO CRUMBS SMALL X 0.5KG;AC155;Oreo crumb_FF;SM00088;VAINILLA;76222018218400;76222018218400;7622201821852;OREO CRUMBS SMALL 12X0.5KG;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;6.53300;1,445.36;0.00;7,607.17;91,286.04
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0016;CHIPS AHOY X 45G;AC011;CHIPS AHOY PORTION PACK_FF;SM00015;CHOCOLATE;77501681567400;77501681567400;7750168214292;CHIPS AHOY CO 24X6X45G;ZREGU;Regular;MDLZ;Activo;6.00;0.27800;24.00;7.15100;1,053.78;5,546.22;924.37;133,109.28
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0016;CHIPS AHOY X 45G;AC011;CHIPS AHOY PORTION PACK_FF;SM00015;CHOCOLATE;77501681567415;77501681567415;7750168214292;CHIPS AHOY EXP 24X6X45G;ZREGU;Regular;MDLZ;Activo;6.00;0.27800;24.00;7.15100;1,053.78;5,546.22;924.37;133,109.28
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;76222104701300;76222104701300;7750168000697;MINICHIPS AHOY EXP 48X50G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;2.65700;255.46;0.00;1,344.54;64,537.92
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;76222106581000;76222106581000;7622210569530;READY TO SELL MINI CHIPS AHOY;ZREGU;Regular;MDLZ;Activo;1.00;0.36100;4.00;1.65000;1,120.62;5,898.00;5,898.00;23,592.00
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;76222106581001;76222106581001;7622210569530;READY TO SELL MINI CHIPS AHOY;ZOFER;Oferta;MDLZ;Activo;6.00;0.30600;4.00;1.52400;1,120.62;5,898.00;983.00;23,592.00
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR006;CHIPS AHOY ;F0058;MINI CHIPS AHOY;AC009;CHIPS AHOY MINI_FF;SM00015;CHOCOLATE;77021330104700;77021330104700;7750168000697;MINICHIPS AHOY CO 48X50G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;2.65700;255.46;0.00;1,344.54;64,537.92
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0065;OREO DARK FUDGE;AC040;OREO ENROBED_FF;SM00015;CHOCOLATE;76222017267200;76222017267200;7622201726737;OREO DARK FUDGE CO 48X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.66100;0.00;0.00;0.00;0.00
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0065;OREO DARK FUDGE;AC040;OREO ENROBED_FF;SM00015;CHOCOLATE;76222017345400;76222017345400;7622201726737;OREO DARK FUDGE EXP 24X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.65300;829.91;0.00;4,367.92;104,830.08
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00015;CHOCOLATE;76222017603100;76222017603100;7622201760328;OREO ROLLO CHOCO CO 30X108G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222014618200;76222014618200;7622201461836;OREO SLUG WACAM 30X126G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.31700;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222015163100;76222015163100;7622201516321;OREO ROLLO REG BTM EXP 30X126G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.07200;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016882900;76222016882900;7622201461836;OREO SLUG WACAM X 30 PRECORTE;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.07200;327.27;0.00;1,722.49;51,674.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016932000;76222016932000;7622201693213;OREO ROLLO REG CO 30X108G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016932001;76222016932001;7622201693213;OREO ROLLO REG CO 30X108G MAQ COL;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222016932002;76222016932002;7622201693213;OREO ROLLO REG CO 30X108G PROM;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222017343800;76222017343800;7622201693213;OREO ROLLO REG CO 30X108G MAQ;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;3.48600;335.30;0.00;1,764.71;52,941.30
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0069;OREO SLUG 126G;AC045;OREO SLUG - PACK_FF;SM00088;VAINILLA;76222106612700;76222106612700;7622300722197;OREO ROLLO REGULAR EXP 30X126G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;4.07200;423.11;0.00;2,226.89;66,806.70
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222011487000;76222011487000;7622300722395;OREO WHITE FUDGE MAQ 24X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;5.01200;1,016.67;0.00;5,350.88;128,421.12
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222017184000;76222017184000;7622201718411;OREO WHITE FUDGE CO 48X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.66100;1,040.39;0.00;5,475.72;262,834.56
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222109489100;76222109489100;7622300722470;OREO WHITE FUDGE EXP 24X262.4G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.47500;1,805.15;0.00;9,500.81;228,019.44
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;76222109500600;76222109500600;7622300722395;OREO WHITE FUDGE EXP 48X131.2G;ZREGU;Regular;MDLZ;Activo;0.00;0.00000;0.00;8.66100;1,016.67;0.00;5,350.88;256,842.24
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;77021338814200;77021338814200;7702133883378;2DP OREO WHITE FUDGE;ZOFER;Oferta;MDLZ;Activo;1.00;0.74000;1.00;0.74000;3,249.27;17,101.44;17,101.44;17,101.44
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0073;OREO WHITE FUDGE 306G;AC040;OREO ENROBED_FF;SM00088;VAINILLA;77021338814201;77021338814201;7702133883378;2DP OREO WHITE FUDGE FOP;ZOFER;Oferta;MDLZ;Activo;1.00;0.74000;1.00;0.74000;3,606.73;18,982.80;18,982.80;18,982.80
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77702133010510;77702133010510;7750168002240;OREO CHOCO EXP 28X6X36G;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;447.06;2,352.95;392.16;65,882.60
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00081;SURTIDO;76222014143300;76222014143300;7622201414344;OREO SURTIDA 24X6X36G;ZOFER;Oferta;MDLZ;Activo;0.00;0.00000;0.00;5.79300;0.00;0.00;0.00;0.00
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00081;SURTIDO;76222015218400;76222015218400;7622201521868;OREO ORIGINAL X 6 + CS ORIGINAL X 6;ZOFER;Oferta;MDLZ;Activo;1.00;0.37200;14.00;5.89800;693.80;3,651.60;3,651.60;51,122.40
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222017209401;76222017209401;7590011251100;OREO REGULAR 216GR PRECORTE;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67300;395.01;2,079.01;346.50;58,212.28
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222107095400;76222107095400;7590011251100;OREO REG EXP 28X6X36G PROM;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;467.78;2,462.00;410.33;68,936.00
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021330104900;77021330104900;7590011251100;OREO REGULAR EXP 28X6X36G;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;467.78;2,462.00;410.33;68,936.00
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;77021330104901;77021330104901;7590011251100;OREO REGULAR 28X6X36G CO;ZREGU;Regular;MDLZ;Activo;6.00;0.22200;28.00;6.67000;467.78;2,462.00;410.33;68,936.00
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00089;VAINILLA BLANCA;76222100127311;76222100127311;7622210110244;OREO GOLDEN EXP 28X6X36G;ZREGU;Regular;MDLZ;Activo;6.00;0.22300;28.00;6.67300;447.06;2,352.95;392.16;65,882.60
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0074;OREO X 216G;AC043;OREO PORTION PACK_FF;SM00101;COOKIES AND CREAM;77021330077911;77021330077911;7702133006661;OREO COOKIE&CREAM 28X6X36G BO;ZREGU;Regular;MDLZ;Activo;6.00;0.22300;28.00;6.67300;447.06;2,352.95;392.16;65,882.60
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;76222107094000;76222107094000;7750168002240;OREO CHOC EXP 12X12X36G PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77021330076401;77021330076401;7750168002240;OREO CHOCO 12X12X36G COL;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77021330076402;77021330076402;7750168002240;OREO CHOCO CO 12X12X36G PROM;;;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00015;CHOCOLATE;77021330101200;77021330101200;7750168002240;OREO CHOCO EXP 12X12X36G;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73300;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00029;FRESA;76222108450700;76222108450700;7622210754318;OREO FRESA 12X12X36G EXP PROM;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73600;1,037.82;5,462.19;455.18;65,546.28
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00044;LIMON;76222108602300;76222108602300;7622210847898;OREO LIMON 12X12X36G EXP;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.73900;926.05;4,873.95;406.16;58,487.40
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222014075900;76222014075900;7622201407162;OREO PASTEL 12X12X36G SRP;ZREGU;Regular;MDLZ;Activo;12.00;0.44400;12.00;5.79900;1,692.44;8,907.56;742.30;106,890.72
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222014617900;76222014617900;7622201461812;OREO DISPLAY WACAM 12X8X36G;ZREGU;Regular;MDLZ;Activo;8.00;0.37400;12.00;4.73700;691.88;3,641.46;455.18;43,697.52
Colombia;ZCBISC;BISCUITS;-000000063;Biscuits ;ZSCOO;COOKIES;BR017;OREO;F0075;OREO X 432G;AC043;OREO PORTION PACK_FF;SM00088;VAINILLA;76222014618300;76222014618300;7622201461836;RTS OREO SLUG 4X8X126G;ZOFER;Oferta;MDLZ;Activo;8.00;1.08800;4.00;4.66200;2,618.19;13,779.92;1,722.49;55,119.68
